prenatal;renda;saneamento;desemprego;analfabet;Gini;fundamental;PIB_per_capita
65.85;591.22;0;0;13.8;0.4056;32.93;14399
64.55;761.68;10.48478016;4.81;4.6;0.4481;51.53;17214.19
34.72;374.26;0.056561086;1.73;5.7;0.4748;40.1;18147.26
91.82;620.75;0;2.22;9.8;0.4452;38.8;12148.9
76.88;704.78;12.7284184;1.32;3.7;0.3785;45.75;12533.25
62.62;743.68;24.35549149;3.39;4.6;0.4033;56.9;22987.92
71.05;1234.18;27.639558;2.44;1.7;0.471;63.88;28963.83
56.06;432.16;1.439539347;2.35;11.6;0.4174;36.85;18350.65
67.47;843.72;4.267764298;5.23;3.5;0.4491;59.59;15139.76
60.19;659.67;29.00531511;4.59;8.5;0.5808;40.27;12786.22
59.28;790.87;5.091383812;2.13;10.4;0.56;44.36;19517.01
79.82;727.94;0.44709389;1.27;8.4;0.3888;37.76;12818.69
63.04;633.69;30.17968464;3.15;9.6;0.471;41.02;15898.62
86.67;805.15;1.022494888;1.49;5.3;0.2855;39.1;21015.59
75.02;831.05;38.71947789;2.25;3.9;0.407;59.12;19337.24
71.7;899.09;6.702412869;1.26;2.7;0.3667;50.06;32190.14
52.94;425.53;3.351955307;3.42;12.6;0.4862;32.96;17852.37
85.32;1085.98;30.54126425;1.76;2.4;0.417;58.57;27910.08
63.77;731.1;24.36936527;5.14;5.7;0.498;51.34;21644
88.24;780.62;3.490216816;1.03;7.9;0.4428;42.71;16501.31
51.57;369.78;1.893095768;2.38;13;0.4286;32.06;16334.1
74.92;768.33;7.955849407;3.77;4.3;0.4076;48.7;8927.5
57.42;525.29;15.40154015;4.62;10.2;0.5206;33.25;19660.24
73.46;530.47;3.952786165;3.88;4.5;0.4126;45.43;16824.94
64.79;448.33;42.51290878;2.73;13;0.4594;36.58;13677.39
63.66;624.2;5.476107429;4.51;13.6;0.5121;40.08;19569.87
52.64;697.49;59.34828045;3.89;5.6;0.4593;52.36;26304.7
48.82;626.11;17.75147929;1.09;7.1;0.478;37.26;11358.98
50.6;675.74;8.978002966;5.09;3.6;0.5043;56.33;17933.26
66.22;805.04;5.244406441;3.97;5.5;0.449;51.01;28489.28
70.46;713.53;28.95953757;3.82;3.8;0.3674;60.08;14851.75
68.06;714.81;56.96075143;4.09;5.5;0.4683;46.67;26741.6
76.57;727.95;2.258292167;1.74;10.5;0.5084;31.93;13638.23
69.83;446.81;7.276995305;0.15;10.2;0.4097;45.56;13274.19
65.05;407.56;4;3.33;15.9;0.5573;26.74;9172.25
67.76;509.99;1.435406699;0;7.3;0.4728;39.38;21940.14
79.68;1003.15;23.12587198;4.09;4.5;0.4819;61.85;22608.27
53.99;818.78;48.45058626;4.64;2.7;0.3806;59.39;26352.67
84.31;994.32;16.78683113;2.58;3.6;0.4684;59.75;26417.94
75;769.43;5.750224618;3.55;4.2;0.3969;49;36732.61
73.82;747.51;4.178814383;1.83;8.8;0.4103;43.05;16585.57
79.03;507.27;4.87804878;1.73;11.5;0.4751;39.46;13455.66
73.32;908.93;15.30373832;2.31;2.8;0.4831;54.48;17347.4
46.35;616.48;44.26444834;8.47;9;0.5014;48.01;25655.81
49.41;1053.31;59.66439791;4.4;3;0.487;63.19;18545.31
88.71;818.15;5.588153115;2.21;4.3;0.387;49;22825.66
89.13;1006.96;0.362976407;0.16;3.7;0.4589;39.68;14178.51
40.69;671.76;35.31516184;5.07;7.1;0.5154;49.51;16460.61
92.82;798.28;0.641509434;2.47;5.2;0.4345;42.3;15637.42
39.63;614.18;4.525954526;3.6;10.7;0.529;41.39;18313.53
69.55;915.63;0.089445438;0.85;4.3;0.4641;40.6;13574.44
79.89;677.62;31.39130435;0.47;4.8;0.345;40.53;11514.44
50.48;423.62;4.943820225;0.36;12.2;0.4399;37.86;8092.85
56.29;652.75;12.76923077;3.65;6.6;0.4014;44.62;18138.11
69.63;779.97;0.970873786;3.46;8.1;0.4675;41.52;13942.4
86.72;799.42;55.3125;2.26;6.1;0.4751;53.49;19827.4
82.05;774.48;0;0.49;9.9;0.4827;37.32;11339.11
69.48;1770.29;52.12531454;4.81;1.9;0.5474;78.45;23280.16
66.17;742.11;0.132802125;0.23;5.8;0.4227;37.41;14281.73
43.23;839.96;30.45860975;3.55;3.5;0.4569;50.47;27021.98
70.45;657.54;36.19011262;6.3;5.7;0.4972;48.98;16436.69
50.68;493.69;0.817438692;0.87;9.3;0.5214;38.73;19242.46
70.21;631.8;4.472271914;3.06;16.5;0.4606;38.92;14653.05
68.12;770.98;0.279008699;5.44;7.5;0.4508;54.52;12536.8
69.66;683.71;20.9478673;2.56;5.7;0.4446;49.94;23070.08
66.16;901.95;20.92311119;1.74;2.4;0.4053;54.2;24022.42
56.59;777.23;7.750242954;4.42;7;0.4397;48.77;10877.74
71.09;843.92;22.46603971;2.09;4;0.4307;44.02;16718.84
69.56;729.28;27.5435638;2.29;4.8;0.3993;51.95;8931.01
81.23;816.65;13.65339996;1.74;3;0.3683;48;24591.7
83.12;845.23;6.089351285;1.68;5.9;0.4653;41.81;13660.58
72.01;746.11;17.85848348;5.35;2.6;0.4585;49.83;41455.17
69.18;759.61;0.245549417;4.25;5.9;0.4021;41.94;15685.73
72.66;684.42;0.070323488;2.22;10.8;0.4506;43.44;28854.58
74.24;787.42;35.61802637;3.1;4.8;0.4215;56.01;16379.66
73.79;772.01;19.52;1.19;5.6;0.4723;37.56;11964.04
73.37;766.39;2.428057554;3.24;5.8;0.4371;37.61;14201.88
78.29;831.97;8.46781505;1.54;5.1;0.3719;45.82;14550.62
61.82;742.96;37.57497163;3.8;3.8;0.4153;51.47;19589.94
68.43;780.32;29.0685505;1.53;5.4;0.4279;44.29;13650.45
50.44;506.09;4.618937644;3.81;12.6;0.4662;31.17;11244.41
72.93;760.27;4.817629179;5.3;4.8;0.456;56.83;25289.15
75.27;665.01;9.116331096;0.68;5.6;0.4922;38.1;17298.23
63.23;937.44;30.78917051;2.15;2.8;0.3912;56.28;25598.47
89.52;870.09;0.563697858;0;2.8;0.3376;51.75;13523.33
75;699.57;0.06281407;0.42;3.8;0.4594;41.36;9194.6
92.14;812.66;0.496752006;1.31;3.8;0.4347;45.32;14405.77
35.74;528.66;0.106496273;1.51;11.3;0.6086;38.41;14784.2
74.94;837.82;1.119068935;0.98;4.9;0.4185;40.57;26126.53
77.73;659.63;0.077760498;1.12;7;0.4362;39.11;15534.98
63.59;684.46;8.999653859;4.35;6.3;0.4233;48.5;12990.59
65.18;595.18;0.453172205;0.58;11.7;0.4563;39.34;12661.54
56.16;701.61;1.723587616;1.8;7.1;0.5498;38.21;19692.1
80;834.42;15.70405728;1.5;5.9;0.4531;52.36;31065.47
68.48;592.81;1.247297522;2.68;4.6;0.5099;42.17;19003.94
80.58;1001.62;38.98325628;4.56;2.9;0.461;63.06;83082.62
74.16;1060.22;36.84175488;5.35;2.7;0.5066;64.31;13584.89
88.66;938.95;42.09349593;1.82;3.2;0.452;55.12;32782.47
68.76;777.17;1.015531661;5.21;3.7;0.4745;58.67;11642.56
65.38;830.44;12.24011713;1.16;4.5;0.4343;45.65;21354.77
73.46;829.58;1.178318932;1.64;6.9;0.449;42.35;15624.31
56.67;643.3;2.730970366;2.96;7.3;0.4492;43.34;16050.34
58.75;693.99;2.928942808;2.58;6.6;0.3972;44.83;12805.02
77.37;1091.86;56.99665507;2.68;1.6;0.4339;66.67;36747.3
69.03;654.05;0;2.58;8.3;0.399;40.37;10566.1
73.8;1336.88;36.11202999;5.01;2.8;0.5419;67.41;34747.28
71.83;1114.36;34.80837343;4.57;2.2;0.4919;69.58;35851.78
48.64;567.25;0.841622035;1.94;6.3;0.4405;40.67;13181.85
86.44;630.77;0.14858841;2.14;9.3;0.5727;37.77;14644.84
79.25;922.77;1.300578035;1.68;5;0.3925;47.8;12896.47
62.25;858.03;54.65498357;6.53;4.9;0.5592;60.1;17195.28
53.68;676.29;29.59544953;5.87;5.9;0.4483;53.7;10166
60.61;849.4;0;0.39;7.2;0.4368;47.73;17662.47
74.43;808.39;16.11374408;1.07;3.6;0.3614;49.75;26047.09
72.9;669.98;42.80130293;4.71;5.6;0.3843;52.21;11450.05
44.97;399.11;25.74712644;4.04;12.2;0.4617;37.39;17436.91
66.5;751.5;0.193610842;5.07;10.5;0.5219;27.97;18702.41
81.75;834.23;0.503597122;0.4;5.6;0.4295;42.94;19016.64
71.93;765.34;11.90623072;1.17;5.8;0.3777;41.89;12525.93
77.3;933.61;1.7578125;1.94;5.1;0.4479;40.56;24757.07
76.56;1028.7;34.91649269;1.72;1.7;0.4292;53.56;15425.73
64.86;527.97;8.166969147;2.36;10;0.4036;29.73;16326.5
85.29;778.41;0.701075789;4.34;2.8;0.494;56.9;17906.71
59.38;782.1;6.586270872;0.6;7.1;0.5299;34.62;10868.59
75.62;451.18;2.511909918;1.16;6.2;0.4763;39.33;16346.77
46.84;859.61;26.7471091;4.82;5.7;0.5043;51.11;18152.72
84.24;894.83;0.768808347;2.71;4.9;0.4538;56.4;17494.41
62.35;840.25;0.162337662;0.32;8.3;0.4052;42.44;14633.92
76.06;845.62;18.74026263;1.69;3.2;0.3442;51.21;22304.95
56.1;401.19;13.68547419;4.28;12.1;0.4572;32.86;9745.87
50.13;739.69;18.69624264;1.74;5.3;0.4347;48.83;17705.3
67.61;516;1.643489254;0.6;7;0.4218;43.73;13694.4
83.87;858.29;6.048703849;1.16;6.1;0.4315;47.01;13710.95
71.9;739.41;0.968679367;1.7;4.2;0.4007;49.68;29556.65
55.54;438.35;34.74212034;9.39;13.2;0.4588;34.02;13535.37
60.16;422.88;3.711256117;3.86;7.6;0.4531;37.16;14055.95
45.66;756.8;34.58136186;2.79;5.1;0.3616;49.03;25285.45
54.7;762.82;1.123595506;1.11;5.7;0.5493;32.38;31236.61
68.61;717.1;25.50899494;5.67;4;0.4463;51.95;23117.19
85.28;943.93;1.347305389;1.12;5.2;0.4446;48.39;17367.69
85.28;854.02;0.154679041;1.27;8;0.5448;38.59;13368.57
63.85;825.22;5.847037327;0.72;3.1;0.3632;47.16;16570.16
52.34;795.97;27.03438041;2.5;3.7;0.4022;51.77;31357.11
90.97;623.34;0.12254902;0.6;11.8;0.3947;36.16;22127.76
63.89;826.23;50.33728077;2.76;3.9;0.4717;44.59;23531.09
49.51;668.54;48.71298626;5.27;6.8;0.4161;53.21;30705.21
62.8;981.7;0.724637681;2.4;3.6;0.4549;46.96;10478.14
63.24;593.1;0.144300144;1.3;11.6;0.5388;42.64;25036.68
88.35;638.73;0.182481752;0.19;8.9;0.4366;35.97;11581.7
46.21;508.39;9.945504087;2.47;9;0.4989;36.62;15828.84
53.65;848.75;18.72876228;3.7;3.7;0.4031;59.18;14699.54
75.75;622.08;1.096972356;3.22;9.3;0.5048;43.49;17912.36
44.68;465.44;22.845953;5.62;11.4;0.438;35.32;24365.58
81.88;882.61;0.437845041;2.12;6.9;0.4682;44.1;22950.78
60.42;584.97;21.06049291;3.07;7.1;0.4791;40.91;17412.43
75;740.85;0.158353127;1.94;10.1;0.5077;32.44;12220.92
79.53;599.72;0.419384902;7.72;7.2;0.4268;52.02;11469.93
72.44;450.54;0.565885206;0.65;9.1;0.471;35.74;11860.22
61.1;637.66;2.561669829;5.01;10.7;0.4077;40.66;13986.88
59.54;676.45;7.211895911;1.02;4.1;0.3351;39.56;16551.78
74.34;784.08;16.21923937;3.96;4.1;0.4239;49.92;12735.78
80.33;916.5;1.293532338;1.02;2.1;0.4756;42.87;15848.49
77.68;773.15;6.910994764;1.01;7.1;0.4786;37.94;18519.09
80.18;811.46;29.13284133;4.69;4.3;0.4454;56.14;15360.71
85.79;891.13;1.410105758;2.78;4.7;0.4343;54.73;22688.5
77.7;917.08;18.6695279;1.6;4.9;0.447;50.36;24616.03
78.97;771.3;0.115874855;1.72;5.3;0.4376;49.2;16906.43
68.5;754.1;0.248756219;0.75;12.6;0.4197;44.09;12921.05
86.23;998.08;6.799065421;1.72;1.5;0.3765;53.07;31659.19
45.25;497.62;14.41677588;6.97;10.2;0.4578;37.26;12194.13
53.49;480.78;23.21792261;5.96;11;0.49;43.39;21041.83
50.06;581.73;22.12230216;4.19;8.9;0.4427;44.62;11676.87
67.98;841.4;3.344934261;3.74;5.1;0.4312;53.58;29452.15
75.93;854.87;14.75770925;6.73;3.8;0.5421;59.31;9819.07
69.42;711.83;11.06281243;2.28;5.6;0.4285;43.85;17640.68
70.94;581.43;0.523349436;3.47;8.4;0.4278;46;11840.9
83.78;1255.54;0.373831776;0.94;5.3;0.4741;35.16;12455.7
73.2;924.07;7.181367263;0.63;3;0.4162;48.22;20134.38
76.79;922.65;5.593451569;2;10.4;0.5076;38.57;15137.01
77.78;625.42;0.119760479;3.25;9.2;0.4193;40.03;13018.22
63.26;662.03;6.411082474;1.88;8;0.4021;46.48;16675.04
68.42;810.19;12.56713212;0.55;6.6;0.4221;44.26;16036.19
62.38;736.41;7.809224319;1.65;4.6;0.4422;38.53;13014.52
49.88;791.53;21.08247423;1.2;5.2;0.5134;45.33;17398.48
86.39;932.84;8.969641214;0.87;4.5;0.4778;40.49;17214.39
72.22;793.66;7.902076232;1.11;3.3;0.3764;44.48;16684.31
71.84;1095.41;10.56034483;2.36;3;0.4644;60.67;21846.63
87.15;1570.54;0.152439024;0.84;2.5;0.5638;50.93;18313.68
76.2;659.96;16.71411824;6.45;3.8;0.4457;53.82;14521.6
70;453.06;15.47945205;1.79;8.2;0.4389;36.74;11832.89
74.81;623.43;2.447089947;1.01;7.6;0.4469;38.42;11118.55
82.13;948.56;40.5900888;0.84;3.8;0.4301;44.35;13992.55
75.46;791.08;4.475138122;1.4;10.1;0.4744;32.67;11946.03
72.58;781.4;4.501748252;2.13;4.5;0.4298;48.87;13735.5
69.42;422.97;0;0.34;13;0.5081;32.91;12983.31
76.25;1010.51;1.900584795;2.68;6;0.5494;53.59;31808.86
62.32;726.62;16.57367903;1.72;7.2;0.4051;37.84;15313.58
54.34;587.01;63.12620942;7.11;8.3;0.5336;45.21;15405.31
95.24;639.29;0.138504155;0.6;9.5;0.3885;42.23;13483.13
76.11;731.38;1.49750416;0.42;3.4;0.3179;46.74;17503.59
62.36;620.42;0.487621905;1.54;5.6;0.3971;40.93;10509.11
67.15;381.48;0.159936026;0.1;5.8;0.5352;36.12;15162.12
84.08;568.81;0.115207373;0.81;11.5;0.5659;35.21;13076.27
56.38;721.19;0.232018561;0.76;10.4;0.4621;40.61;14391.47
61.08;859.45;29.19103314;2.79;4.8;0.3816;58.6;12299.74
70.89;462.81;0;0;11.5;0.4591;35.2;15944.72
84.81;888.29;25.67289523;4.22;2.8;0.5065;61.36;23662.76
80.87;734.2;3.490759754;0.25;3.7;0.4797;41.52;11745.69
85.6;920.13;0.863930886;1.79;4.7;0.467;48.88;15231.49
44.8;498.85;36.9011976;7.55;10.8;0.4458;36.9;13717.12
66.48;953.33;0.708502024;2.84;9.3;0.5864;47.46;20893.22
43.95;790.47;11.03891309;7.88;3.7;0.4625;62;93700.66
85.66;880.06;0.571428571;0.93;0.9;0.4051;47.8;22800.6
36.11;778.4;36.08754457;1.88;3.4;0.3446;51.31;15070.36
85.2;680.23;2.755905512;1.6;6.2;0.3448;44.57;17545.61
71.82;548.79;2.655246253;2.47;7.7;0.4207;37.37;11729.74
67.52;622.92;41.83775663;3.91;5.5;0.4966;44.59;14615.98
65.94;1137.86;48.04207562;4.03;2.3;0.4506;71.28;22805.85
70.04;866.19;1.449608836;2.21;6.1;0.482;44.38;19482.52
47.42;368.29;2.191780822;1.6;12.7;0.4687;27.86;9472.97
85.76;833.55;7.640515222;1.8;6.5;0.4706;52.92;25463.29
76.2;881.54;77.17261905;2.64;3.6;0.4379;55.83;21483.54
63.01;869.36;1.326530612;0.46;4.7;0.3862;45.49;15183.14
80.95;767.07;0;0.88;10.5;0.497;35.6;11580.89
79.52;1066.88;17.36497545;4.08;4;0.5043;61.43;17533.43
75.31;885.22;7.066189624;0.81;7.5;0.4157;41.34;8671.49
85.42;718.38;0.668399554;0.99;3.5;0.3359;48.62;16415.56
83.08;850.85;17.8044083;1.88;2.4;0.345;57.19;15755.24
86.23;1185.14;8.987527513;1.48;5;0.5131;50.18;31894.26
83.07;893.24;2.950152594;0.97;5;0.4065;43.96;13790.73
40.11;852.64;39.88511489;4.47;4;0.4035;55.37;19658.28
62.09;734.34;9.742990654;2.62;5.8;0.4112;47.63;13391.09
90.74;671.35;0;0.6;13.2;0.4532;35.18;12323.17
68.15;843.2;6.183136899;1.62;5.1;0.4309;47.63;20453.45
64.13;840.89;4.14893617;2.51;6.3;0.4625;41.49;23794.07
85.71;573.71;0.171526587;1.53;9.1;0.4112;37.86;12213.96
65.63;803.54;47.84742816;3.08;5.9;0.4275;55.33;22049.02
81.12;686.96;1.688009313;3.46;7.8;0.4974;40.51;10577.54
77.49;1209.03;12.59443681;2.34;2;0.4711;58.21;26744.46
42.11;406.47;1.239464551;2.89;9.2;0.48;42.4;14335.16
66.16;522.48;2.813688213;7.66;6.1;0.4771;51.3;22850.98
53.43;778.89;16.92589204;1.76;2.4;0.3475;49.81;52665.01
66.3;744.19;2.455146364;0.3;5.1;0.3626;39.84;13166.51
80.37;1462.75;14.58733205;2.16;3.7;0.6299;53.91;52989.38
80.05;885.63;3.866100896;1.79;3.2;0.4477;52.61;22853.41
74.13;1063.52;42.84174213;3.06;3.6;0.4762;63.87;18461.18
93.51;742.7;4.154727794;0.92;2.7;0.4113;46.97;13856.31
56.32;808.69;21.47615241;3.23;5;0.4036;45.78;26276.32
52.94;634.78;0;2.51;8.5;0.3701;36.32;12230.89
33.89;698;21.15384615;1.6;4.5;0.5359;44.13;13688.2
56.08;508.72;13.49306431;1.37;6.1;0.4241;41.6;14307.76
54.11;877.93;31.05907893;2.8;3.4;0.4082;52.96;21697.89
78.63;651.17;11.54210028;3.66;8.5;0.4522;35.14;17693.41
45.22;416.36;0;1.73;10.6;0.5064;30.16;12406.93
68.29;635.23;14.66763006;2.88;6.7;0.4384;50.2;45490.9
75.57;722.65;0.672877847;1.48;7.4;0.4257;37.32;19140.61
86.3;968.62;29.84958;2.93;4.4;0.4776;58.38;29731.66
68.11;535.28;1.952861953;1.42;8.2;0.5635;33.96;14403.83
86.53;781.24;0.740055504;1.33;4.2;0.4472;36.18;18453.3
55.17;869.36;13.82202772;3.23;5.3;0.5041;58.98;21964.02
81.09;967.36;0.508905852;0.46;7.4;0.4719;39.6;18078.8
49.24;771.49;10.19092487;2.34;5.5;0.4452;49.8;21580.76
50.75;860.19;0.294117647;2.36;5.3;0.4242;52.98;11452.39
79.18;629.14;0.715819613;5.55;6.2;0.5347;37.61;30495.28
88.38;1131.18;1.201716738;1.64;6;0.5919;39.92;25971.36
62.71;856.07;20.97695853;2.68;7.3;0.5226;38.21;16451.69
89.81;924.69;0.407166124;2.82;5;0.476;43.45;20784.67
91.83;551.71;0.607041684;0.71;6.8;0.4997;31.11;11431.18
78.71;699.05;49.90548204;7.46;5.5;0.5278;56.53;16134.89
95.88;689.06;0.60362173;0.86;10.5;0.5363;34.64;13050.7
73.74;757.28;0.137362637;1.14;4;0.4447;39.93;26830.31
90.6;623.08;5.173055452;0.27;11.9;0.4919;32.03;13431.28
79.75;851.73;0;1.32;9.1;0.4991;41.17;17983.25
90.82;787.5;0.3003003;1.04;1.8;0.308;40.1;13168.78
61.89;587.84;55.02649018;7.52;3.8;0.4423;53.37;7529.93
75.99;489.34;3.151862464;0.65;12.8;0.4542;28.68;9219.78
70.8;603.46;2.425763279;3.58;10.3;0.5867;37.88;9243.94
76.56;790.34;4.470588235;0.88;6.2;0.5069;40.14;28931.63
77.73;808.17;15.81130119;0.65;5.7;0.3406;37.29;17854.64
87.42;1003.27;56.11137329;2.18;4.7;0.4164;50.33;22030.32
69.23;589.2;3.681442524;6.05;8.4;0.4915;44.2;21498.25
58.82;597.1;32.46445498;2.72;5.2;0.3624;36.38;14462.16
90.98;1150.24;6.700554529;1.33;4.6;0.5567;41.17;59602.4
81.8;848.58;1.810897436;2.28;1.6;0.358;51.76;32098.59
75;792.76;0.290275762;7.26;4.1;0.4748;50.8;12559.31
71.07;700.18;0.141242938;1.3;6.9;0.5237;24.34;10802.39
68.16;604.83;39.34461806;7.55;6.5;0.4788;47.52;8960.36
72.46;652.95;6.135902637;1.3;6.9;0.4736;36.52;16007.61
75.31;520.94;37.91191869;7.91;7.7;0.5088;40.39;18964.93
73.21;669.83;35.16038617;1.56;8.1;0.4171;38.19;12327.57
81.91;1009.15;0.276243094;1.69;3.7;0.4924;40.5;21096.66
78.34;654.95;8.374384236;1.19;4.9;0.4302;32.48;14243.78
69.53;780.66;61.95979638;8.37;5.1;0.5708;57.55;12251.38
69.61;620.67;1.453488372;8.34;5;0.5114;45.57;10532.27
85.5;945.2;15.35965387;1.2;3.3;0.4061;43.08;18013.65
80.7;817.94;4.81870229;1.69;3.9;0.4218;40.86;18002.39
83.04;427.93;0.042480884;1.67;9.5;0.5456;22;9529.71
88.28;640.03;0.882028666;2.63;8.3;0.5879;38.75;22082.06
77.01;593.85;1.694915254;3.84;10.6;0.4804;47.9;8570.92
50.25;338.19;43.89438944;9.33;8.9;0.5044;50.76;33463.6
62.57;559.82;62.73175311;7.02;7.5;0.5071;44.94;13532.49
84.62;624.27;0.161290323;0.52;9;0.4149;35.38;17186.2
77.1;755.42;0.417827298;1.15;5.5;0.3947;48.62;31826.5
59.65;585.28;18.20476858;0.88;13.6;0.5173;31.89;10568.55
57.97;335.6;0.644122383;0.73;16.3;0.4846;34.09;9480.13
83.97;1183.82;47.32287131;2.76;2.1;0.4532;59.68;29369.82
71.07;476.56;1.137980085;3.96;7.2;0.4435;37.08;28676.91
95.72;909.42;2.696629213;0.87;1.6;0.4264;51.61;16256.21
82.02;588.71;0.740740741;0;5.8;0.4113;37.77;34239.8
83.43;596.3;0.257400257;1.64;5.8;0.4803;45.88;27338.2
80.23;963.9;0.327868852;0.52;8;0.447;29.9;22040.38
46.24;592.01;62.71230729;3.64;7.6;0.5251;39.24;18652.31
89.61;851.4;5.535343035;1.53;1.6;0.3727;51.57;19948.48
84.68;604.63;1.278772379;3.99;9.2;0.5161;42.86;15501.67
76.88;726.1;12.66105055;2.21;3;0.387;48.99;14991.49
82.09;726.62;0.405350628;0.38;11.1;0.4718;39.15;11881.94
54.62;470.58;4.240134341;5.76;7.6;0.5213;43.35;20484.85
82.76;975.19;0;0.45;3.7;0.4258;37.74;17385.64
84.54;471.08;0.330305533;2.38;13.8;0.4788;36.7;12018.09
85.63;719.13;0.05988024;0.67;2.5;0.3568;30.33;13487.81
65.26;558.18;17.35843463;13.83;9.4;0.4919;43.28;13812.86
71.7;612.7;45.34710744;6.08;8.6;0.4887;45.64;13678.6
46.22;545.65;10.26040507;9.24;7.6;0.5237;48.87;13657.09
68.46;785.62;29.63845578;7.42;7.3;0.5428;53.48;16397.28
70.54;822.49;85.73082266;6.57;2.7;0.4495;63.7;36893.24
76.58;529;15.62284928;0.63;10.4;0.5139;32.38;13147.39
84.17;651.24;3.953488372;4.37;6.4;0.4838;43.77;16351.42
92.53;712.7;3.084515731;0.34;7;0.4679;35.73;12352.59
75.07;656.08;62.83360632;4.88;7;0.5048;44.19;17782.95
85.29;913.64;0.718562874;1.77;7.6;0.3874;39.72;23578.55
80.78;635.95;53.06776557;3.06;6.3;0.4545;44.98;17612.13
73.5;676.02;23.34241599;1.74;7.4;0.3085;34.75;20685.52
83.61;615.82;34.20289855;1.18;4.1;0.4053;44.59;13265.54
70.66;863.19;49.73432519;3.2;4.4;0.4677;47.74;18177.52
79.13;874.47;76.54030806;3.19;2.9;0.4323;51.47;26004.45
87.94;507.23;0.054229935;3.26;12.6;0.5032;44.29;17248.73
89.38;634.97;2.584814216;4.62;9;0.4606;42.85;12792.83
80.36;609.61;35.15250336;2.23;8.3;0.4707;37.94;13032.41
80.27;702.39;4.631773969;1.33;3.3;0.4483;40.37;17321.8
64.66;628.54;64.73293244;5.89;6;0.5165;48.09;36790.34
77.12;772.8;49.12226433;4.24;3.7;0.4861;54.78;11036.54
78.77;551.98;33.40165101;3.21;9.6;0.5034;31.36;11215.23
60.12;931.85;72.74573205;6.29;2.6;0.5178;61.89;51101.25
81.82;773.54;0;0.64;9.5;0.5385;30.31;13835.08
73.47;453.2;0.326264274;1.19;9.4;0.5395;30.39;41449.06
66.33;863.28;19.20990912;6.22;3.4;0.5208;56.83;13345.44
80.56;411.69;7.677356657;1.81;6;0.5292;33.86;36775.29
62.87;466.93;16.24313625;8.21;7.2;0.4493;37.81;15135.54
81.47;1171.68;42.19607843;3.46;6.4;0.6919;55.09;36533.39
72.82;525.79;30.83418628;4.9;6;0.3964;34.87;9174.51
87.5;835.54;1.520467836;0.23;4.3;0.3829;42.88;15793.67
75.88;875.47;20.92654134;6.66;3.9;0.5179;61.61;20134.45
60.18;477.45;0.817438692;0.87;12.3;0.4106;27.87;7020.39
88.38;1444.06;56.73658016;2.14;3.1;0.5073;58.43;35205.58
61.9;754.65;0.602409639;0.74;5.2;0.443;36.99;14074.6
85.43;977.68;4.194809812;0.8;4.4;0.431;53.49;28397.89
71.28;582.22;0.599400599;0.66;10.5;0.4917;36.84;17078.14
72.98;919.77;4.565491184;3.97;4.7;0.5605;43.2;16817.21
80.19;1221.53;77.61560989;3.86;2.3;0.4925;64.6;36027.68
71.3;599.56;0.525210084;1.02;3.5;0.4989;31.15;11530.68
62.46;470.11;9.288888889;4.41;11.5;0.4916;34;9616.99
77.47;517.25;3.834066625;1.09;14.1;0.4121;29.86;12467.25
90;538.07;0.253807107;0.82;13.5;0.4893;31.82;13941.86
75.87;513.04;17.16171617;1;9.2;0.5026;34.65;9715.75
88.8;855.86;23.12556459;3.95;4.4;0.4721;52.09;24621.74
88.81;851.84;0.750976269;1.73;4.2;0.4629;44.85;22574.66
77.59;717.37;59.2530216;7.27;3.7;0.4445;57.79;28597.02
79.58;618.93;0.107642626;0.88;13.4;0.5075;24.81;15024.49
85.65;597.44;2.071005917;2.9;5.7;0.5094;45.93;21091.25
64.58;522.9;25.2173913;4.34;1.4;0.4959;55.07;27221.05
66.89;464.24;2.4;0.47;8.1;0.4622;24.07;13075.27
50.98;740.78;7.047056149;6.64;3.9;0.5047;53.58;11253.93
86.76;720.84;23.96644697;2.54;8.1;0.4581;41.39;17328.38
89.89;1059.54;8.608490566;1.22;2.8;0.4741;43.15;15019.56
84.83;979.53;0.481927711;4.7;3.9;0.5076;45.3;25021.98
80.8;765.67;2.151543499;3.53;5.2;0.5028;45.79;25915.7
84.06;719.76;4.37622469;3.99;8.3;0.4674;45.16;14466.69
100;616.28;2.059925094;0;5.9;0.4397;28.03;17640.79
82;1133.8;0;1.1;5.7;0.5435;37.39;20942.41
79.2;1112.31;0;1.73;3.2;0.5347;36.34;19040.37
72.55;502.78;0.495993895;6.4;11.3;0.5217;37.65;18904.82
74;925.5;0.19193858;0.45;5.2;0.3748;36.63;17564.43
95.1;943.52;2.086677368;0.51;4.4;0.3859;40.6;26287.94
78.89;590.71;0.213903743;1.35;7.7;0.5017;39.1;29446.8
79.74;626.91;1.631986944;1.46;5.5;0.4151;41.59;14009.76
71.74;568.15;41.13384484;5;10;0.4525;30.2;13480.21
88.83;425.16;0.419287212;1.55;10.6;0.4552;32.88;12651.73
76.03;855.46;31.04825448;5.07;4.5;0.5419;58.31;27186.82
72.34;706.56;0.440528634;1.64;6.4;0.4594;34.96;15521
80.31;830.18;0.715137068;2.3;3.2;0.4092;43.16;15346.82
93.04;798.38;6.763925729;0.87;6.9;0.4433;47.51;18207.02
79.26;469.39;0.473933649;0.5;8;0.5913;39.21;14866.35
64.96;381.65;0.60483871;2.33;10.8;0.4968;37.9;12031.78
68.48;549.59;0.824931256;2.48;14.2;0.5828;28.69;19759.2
